-99.67,547
-99.59,547
-99.49,547
-99.41,547
-99.3,548
-99.18,548
-99.08,548
-98.9,548
-98.75,548
-98.63,548
-98.46,548
-98.32,548
-98.13,548
-97.94,548
-97.78,548
-97.57,549
-97.34,549
-97.17,548
-96.93,548
-96.61,548
-96.42,548
-96.15,548
-95.87,548
-95.65,548
-95.35,548
-95.05,548
-94.81,548
-94.49,548
-94.24,548
-93.9,548
-93.47,548
-93.2,548
-92.83,548
-92.45,548
-92.16,548
-91.77,548
-91.37,548
-91.06,548
-90.64,548
-90.22,548
-89.89,547
-89.45,547
-89,547
-88.54,547
-88.07,547
-87.71,547
-87.23,546
-86.73,546
-86.36,546
-85.85,545
-85.33,545
-84.94,545
-84.41,545
-83.73,544
-83.32,544
-82.76,545
-82.19,545
-81.76,545
-81.18,544
-80.6,545
-80.15,545
-79.55,545
-79.09,545
-78.48,545
-77.85,545
-77.22,544
-76.58,545
-75.93,544
-75.44,544
-74.78,543
-74.12,543
-73.61,543
-72.93,543
-72.24,542
-71.72,542
-71.02,542
-70.14,542
-69.6,541
-68.88,541
-68.15,540
-67.6,540
-66.86,540
-66.11,539
-65.55,539
-64.79,539
-64.02,539
-63.45,539
-62.47,538
-61.69,538
-61.1,538
-60.3,538
-59.7,537
-58.9,538
-58.09,538
-57.47,538
-56.65,538
-55.83,538
-55.2,538
-54.37,538
-53.31,537
-52.68,537
-51.82,537
-50.97,536
-50.32,536
-49.45,536
-48.58,535
-47.92,535
-47.04,535
-46.38,535
-45.49,534
-44.38,534
-43.7,534
-42.8,533
-41.9,533
-41.21,532
-40.3,532
-39.38,532
-38.69,532
-37.77,531
-36.84,531
-36.14,531
-35.21,530
-34.04,530
-33.33,530
-32.39,530
-31.67,529
-30.72,529
-29.77,529
-29.05,528
-28.1,528
-27.14,528
-26.41,527
-25.45,527
-24.24,527
-23.51,527
-22.53,526
-21.56,526
-20.83,526
-19.85,526
-18.87,525
-18.13,525
-17.14,525
-16.16,525
-15.42,525
-14.18,524
-13.44,524
-12.45,524
-11.45,523
-10.71,523
-9.71,523
-8.72,522
-7.97,522
-6.97,522
-5.98,522
-5.23,521
-4.23,521
-3.23,521
-2.23,520
-1.23,520
-0.48,520
0.52,519
1.52,519
2.27,519
3.27,519
4.02,519
5.02,519
5.77,519
6.77,519
8.01,519
8.76,519
9.75,519
10.5,519
11.49,519
12.49,519
13.23,518
14.22,518
15.21,518
15.95,517
16.94,517
18.17,517
18.91,517
19.89,516
20.62,516
21.6,516
22.57,516
23.3,515
24.28,515
25.24,515
25.97,514
26.93,514
28.14,514
28.85,513
29.81,513
30.53,513
31.48,513
32.42,512
33.13,512
34.07,512
35.01,511
35.71,511
36.65,511
37.57,510
38.5,510
39.42,510
40.11,509
41.02,509
41.93,509
42.61,508
43.51,508
44.41,508
45.08,508
45.97,507
46.86,507
47.74,507
48.62,507
49.27,506
50.14,506
51,506
51.65,505
52.5,505
53.35,505
53.98,504
54.82,504
55.65,504
56.27,504
57.3,503
57.92,503
58.73,503
59.54,503
60.14,502
60.93,502
61.72,502
62.31,502
63.09,502
63.86,501
64.44,501
65.39,501
65.95,501
66.7,500
67.44,500
68,500
68.73,500
69.45,499
69.99,499
70.7,499
71.4,499
71.92,499
72.61,498
73.47,498
73.98,498
74.64,498
75.14,497
75.8,497
76.45,497
76.93,497
77.56,497
78.19,496
78.66,496
79.27,496
80.02,496
80.47,495
81.06,495
81.5,495
82.07,495
82.64,495
83.06,495
83.61,494
84.16,494
84.56,494
85.09,494
85.61,494
86.12,493
86.63,493
87,493
87.49,493
87.97,493
88.32,493
88.79,493
89.24,492
89.58,492
90.02,492
90.34,492
90.87,492
91.28,492
91.59,492
91.99,492
92.37,492
92.66,492
93.03,492
93.39,492
93.66,492
94,492
94.26,492
94.58,492
94.98,492
95.22,492
95.52,492
95.81,493
96.02,492
96.29,492
96.49,492
96.75,492
97,492
97.18,492
97.41,492
97.68,492
97.84,492
98.04,492
98.19,492
98.37,492
98.55,492
98.67,491
98.83,492
98.98,493
99.08,491
99.21,491
99.36,491
99.44,491
99.54,491
99.61,491
99.7,491
99.77,491
99.82,491
99.87,491
99.92,491
99.95,491
99.97,491
99.99,491
100,491
100,491
99.99,491
99.97,491
99.94,491
99.91,491
99.87,491
99.81,491
99.76,492
99.68,491
99.6,490
99.53,490
99.4,490
99.29,490
99.2,490
99.06,490
98.96,490
98.81,490
98.65,490
98.53,490
98.35,490
98.16,490
98.02,490
97.76,490
97.55,490
97.38,490
97.15,490
96.97,490
96.72,491
96.46,490
96.26,490
95.98,490
95.7,490
95.48,490
95.1,490
94.78,490
94.54,490
94.21,490
93.96,490
93.61,490
93.25,490
92.98,490
92.61,490
92.23,490
91.93,490
91.54,490
91.03,490
90.71,490
90.29,490
89.96,490
89.52,490
89.07,490
88.73,491
88.26,490
87.79,490
87.42,490
86.94,490
86.31,490
85.93,490
85.41,490
84.89,490
84.49,490
83.95,490
83.54,491
82.99,491
82.43,491
82,491
81.42,491
80.84,491
80.24,491
79.64,491
79.04,492
78.57,492
77.95,492
77.48,492
76.84,493
76.2,493
75.71,493
75.05,493
74.39,494
73.72,494
73.04,494
72.35,494
71.83,495
71.13,495
70.43,495
69.89,495
69.17,496
68.45,496
67.9,496
67.16,496
66.6,497
65.67,497
64.91,497
64.34,497
63.57,498
62.79,498
62.21,498
61.42,498
60.63,499
60.03,499
59.23,499
58.42,499
57.61,500
56.78,500
56.17,500
55.34,501
54.5,501
53.87,501
53.02,501
52.17,502
51.53,502
50.67,502
49.81,502
49.16,503
48.06,503
47.19,503
46.52,504
45.63,504
44.97,504
44.07,504
43.17,505
42.49,505
41.59,505
40.67,505
39.99,506
38.84,506
37.92,506
37.22,507
36.29,507
35.36,507
34.65,507
33.72,508
33.01,508
32.06,509
31.11,508
30.4,508
29.21,508
28.25,508
27.53,509
26.57,509
25.6,509
24.87,509
23.91,510
22.93,510
22.2,510
21.23,511
20.25,511
19.51,511
18.29,512
17.55,512
16.56,512
15.58,513
14.83,513
13.84,513
12.85,514
12.11,514
11.12,514
10.12,515
9.38,515
8.13,515
7.38,515
6.38,516
5.39,516
4.64,516
3.64,517
2.64,517
1.89,517
0.89,518
0.14,518
-0.86,518
-1.86,518
-2.86,519
-3.86,518
-4.61,518
-5.61,518
-6.61,518
-7.35,518
-8.35,519
-9.35,518
-10.09,518
-11.09,519
-11.83,519
-13.07,519
-14.06,519
-14.81,519
-15.79,520
-16.78,520
-17.52,520
-18.5,521
-19.49,521
-20.22,521
-21.2,521
-22.18,522
-22.91,522
-24.12,522
-24.85,522
-25.82,523
-26.78,523
-27.5,523
-28.46,524
-29.42,524
-30.14,524
-31.09,524
-32.04,525
-32.75,525
-33.92,525
-34.86,526
-35.56,526
-36.5,526
-37.2,526
-38.12,527
-39.04,527
-39.73,527
-40.65,527
-41.56,528
-42.24,528
-43.15,528
-44.27,528
-44.94,529
-45.83,529
-46.72,529
-47.38,529
